model_name,model_type,feature_set,n_features,n_train_rows,n_valid_rows,roc_auc,pr_auc,best_threshold,best_f1,precision_at_threshold,recall_at_threshold,top_1pct_review_count,top_1pct_fraud_caught,top_1pct_recall,top_1pct_precision,top_3pct_review_count,top_3pct_fraud_caught,top_3pct_recall,top_3pct_precision,top_5pct_review_count,top_5pct_fraud_caught,top_5pct_recall,top_5pct_precision,top_10pct_review_count,top_10pct_fraud_caught,top_10pct_recall,top_10pct_precision
fraud_lgbm_manual_simulation_v2,LightGBM,manual_simulation_business_inputs_v2,103,472432,118108,0.8000396401257754,0.20419933262194423,0.736669299922188,0.26670830730793255,0.23114399133886684,0.3152066929133858,1181,456,0.11220472440944881,0.3861134631668078,3543,968,0.23818897637795275,0.2732147897262207,5905,1323,0.32554133858267714,0.22404741744284504,11810,1904,0.468503937007874,0.16121930567315834
