model,model_name,feature_set,n_features,numeric_features,categorical_features,model_path,selected_features_path,valid_probs_path,roc_auc,pr_auc,best_threshold,best_f1,precision_at_threshold,recall_at_threshold,top_1pct_review_count,top_1pct_fraud_caught,top_1pct_recall,top_1pct_precision,top_3pct_review_count,top_3pct_fraud_caught,top_3pct_recall,top_3pct_precision,top_5pct_review_count,top_5pct_fraud_caught,top_5pct_recall,top_5pct_precision,top_10pct_review_count,top_10pct_fraud_caught,top_10pct_recall,top_10pct_precision
LightGBM,fraud_lgbm_upload_full_feature_reduction_top_500,top_features_from_full_model_gain_top_500,500,447,53,artifacts\feature_reduction_models\fraud_lgbm_upload_full_feature_reduction\fraud_lgbm_upload_full_feature_reduction_top_500.pkl,artifacts\feature_reduction_models\fraud_lgbm_upload_full_feature_reduction\fraud_lgbm_upload_full_feature_reduction_top_500_selected_features.csv,artifacts\feature_reduction_models\fraud_lgbm_upload_full_feature_reduction\fraud_lgbm_upload_full_feature_reduction_top_500_valid_probs.npy,0.9309658671939578,0.6103821735297368,0.6861219837288601,0.5931655182112221,0.6921562192320315,0.5189468503937008,1181,1075,0.26451771653543305,0.9102455546147333,3543,2234,0.5497047244094488,0.6305390911656789,5905,2609,0.6419783464566929,0.4418289585097375,11810,3157,0.7768208661417323,0.26731583403895004
